id_hecho,fecha,rol,vehiculo_victima,sexo,edad,fecha_fallecimiento,cantidad_victimas,hora,lugar,tipo_de_calle,comuna,longitud,latitud,vehiculo_acusado
2016-0001,2016-01-01,CONDUCTOR,MOTO,MASCULINO,19.0,2016-01-01,1,4,AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8.0,-58.47533969,-34.68757022,AUTO
2016-0002,2016-01-02,CONDUCTOR,AUTO,MASCULINO,70.0,2016-01-02,1,1,AV GRAL PAZ  Y AV DE LOS CORRALES,GRAL PAZ,9.0,-58.50877521,-34.66977709,PASAJEROS
2016-0003,2016-01-03,CONDUCTOR,MOTO,MASCULINO,30.0,2016-01-03,1,7,AV ENTRE RIOS 2034,AVENIDA,1.0,-58.39040293,-34.63189362,AUTO
2016-0004,2016-01-10,CONDUCTOR,MOTO,MASCULINO,18.0,,1,0,AV LARRAZABAL Y GRAL VILLEGAS CONRADO,AVENIDA,8.0,-58.46503904,-34.68092974,SD
2016-0005,2016-01-21,CONDUCTOR,MOTO,MASCULINO,29.0,2016-02-01,1,5,AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA,AVENIDA,1.0,-58.38718297,-34.62246630,PASAJEROS
2016-0008,2016-01-24,CONDUCTOR,MOTO,MASCULINO,30.0,2016-01-24,1,18,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8.0,-58.44451316,-34.68475866,OBJETO FIJO
2016-0009,2016-01-24,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0,2016-01-26,1,19,NOGOYA Y JOAQUIN V. GONZALES,CALLE,11.0,-58.50095869,-34.60825440,AUTO
2016-0010,2016-01-29,CONDUCTOR,MOTO,MASCULINO,18.0,2016-01-29,1,15,AV GENERAL PAZ Y AV DE LOS CORRALES,GRAL PAZ,9.0,-58.50877521,-34.66977709,AUTO
2016-0012,2016-02-08,CONDUCTOR,MOTO,MASCULINO,22.0,2016-02-08,1,1,AV BELGRANO Y BERNARDO DE IRIGOYEN,AVENIDA,1.0,-58.38048577,-34.61303893,CARGAS
2016-0013,2016-02-10,PEATON,PEATON,MASCULINO,16.0,2016-02-10,1,11,AV ENTRE RIOS 1366,AVENIDA,1.0,-58.39114932,-34.62477387,AUTO
2016-0015,2016-02-14,PEATON,PEATON,FEMENINO,16.0,2016-02-14,1,5,AV SCALABRINI ORTIZ Y VERA,AVENIDA,15.0,-58.43760020,-34.59912758,AUTO
2016-0016,2016-02-14,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19.0,2016-02-14,1,22,AV REGIMIENTO DE PATRICIOS Y QUINQUELA MARTIN BENITO,AVENIDA,4.0,-58.36882665,-34.64291993,AUTO
2016-0017,2016-02-15,PEATON,PEATON,MASCULINO,59.0,2016-02-16,1,16,MARIANO ACOSTA Y ANA MARIA JANER,AVENIDA,8.0,-58.44989671,-34.65970435,MOTO
2016-0019,2016-02-17,PEATON,PEATON,FEMENINO,65.0,2016-02-17,1,9,LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA,CALLE,9.0,-58.50990884,-34.65468721,PASAJEROS
2016-0020,2016-02-17,PEATON,PEATON,MASCULINO,59.0,2016-03-02,1,16,SUIPACHA 156,CALLE,1.0,-58.37952223,-34.60653282,AUTO
2016-0021,2016-02-17,CONDUCTOR,AUTO,MASCULINO,34.0,2016-02-17,1,23,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,7.0,-58.45157703,-34.63063795,AUTO
2016-0022,2016-02-21,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,41.0,,1,6,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,1.0,-58.38144696,-34.61079875,AUTO
2016-0025,2016-02-28,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34.0,2016-02-28,1,4,AV GRAL PAZ Y AV 27 DE FEBRERO,GRAL PAZ,8.0,-58.46244952,-34.70524971,AUTO
2016-0026,2016-02-28,CONDUCTOR,AUTO,MASCULINO,30.0,2016-03-04,1,7,HOLMBERG Y VEDIA,CALLE,12.0,-58.49216191,-34.54738649,OBJETO FIJO
2016-0027,2016-02-28,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34.0,,1,9,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,7.0,-58.44497874,-34.63852623,AUTO
2016-0028,2016-03-02,PEATON,PEATON,MASCULINO,50.0,2016-03-02,1,10,VIAMONTE Y AV 9 DE JULIO,AVENIDA,1.0,-58.38199706,-34.60028648,CARGAS
2016-0029,2016-03-04,PEATON,PEATON,MASCULINO,38.0,2016-03-04,1,17,AV CABILDO Y DEHEZA,AVENIDA,12.0,-58.47378664,-34.54153077,PASAJEROS
2016-0031,2016-03-08,CONDUCTOR,MOTO,MASCULINO,21.0,,1,12,AV GRAL PAZ Y AV CNEL ROCA,GRAL PAZ,8.0,-58.47064556,-34.69843756,PASAJEROS
2016-0034,2016-03-12,PEATON,PEATON,MASCULINO,52.0,2016-03-12,1,12,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4.0,-58.40623949,-34.65076549,PASAJEROS
2016-0035,2016-03-13,CONDUCTOR,MOTO,MASCULINO,34.0,2016-03-13,1,6,AV CORRIENTES Y AV CALLAO,AVENIDA,3.0,-58.39228965,-34.60443527,PASAJEROS
2016-0036,2016-03-14,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,36.0,2016-03-14,1,0,HERRERA Y ARISTOBULO DEL VALLE,CALLE,4.0,-58.37813396,-34.63668504,PASAJEROS
2016-0037,2016-03-19,CONDUCTOR,MOTO,MASCULINO,20.0,2016-03-19,1,11,AV. EVA PERON Y QUIRNO,AVENIDA,7.0,-58.46275892,-34.64358293,MOTO
2016-0038,2016-03-21,PEATON,PEATON,MASCULINO,29.0,2016-03-21,1,8,AV GRAL PAZ COLECTORA Y ZUVIRIA,GRAL PAZ,8.0,-58.49683458,-34.67892743,PASAJEROS
2016-0039,2016-03-23,CONDUCTOR,MOTO,MASCULINO,20.0,2016-03-23,1,1,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,3.0,-58.40603217,-34.60883960,PASAJEROS
2016-0041,2016-03-29,CONDUCTOR,MOTO,MASCULINO,54.0,2016-03-29,2,11,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7.0,-58.46076550,-34.63350444,CARGAS
2016-0041,2016-03-29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,2016-03-30,2,11,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7.0,-58.46076550,-34.63350444,CARGAS
2016-0043,2016-03-30,PEATON,PEATON,FEMENINO,56.0,2016-03-30,1,18,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,8.0,-58.47832463,-34.67494416,CARGAS
2016-0044,2016-03-31,CONDUCTOR,MOTO,MASCULINO,24.0,2016-03-31,1,19,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,7.0,-58.43213235,-34.63693953,MULTIPLE
2016-0045,2016-04-11,CONDUCTOR,MOTO,MASCULINO,,,1,10,AV GRAL PAZ Y AV DEL LIBERTADOR,GRAL PAZ,13.0,-58.46743471,-34.53476874,SD
2016-0047,2016-04-15,PEATON,PEATON,MASCULINO,41.0,2016-04-15,1,5,LIMA 1483,CALLE,1.0,-58.38247061,-34.62571878,PASAJEROS
2016-0048,2016-04-15,PEATON,PEATON,FEMENINO,,,1,17,AV. CORRIENTES Y AV. DORREGO,AVENIDA,15.0,-58.44759966,-34.59170240,PASAJEROS
2016-0049,2016-04-17,SD,SD,SD,,,1,0,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,4.0,-58.37714647568196,-34.63657525428238,SD
2016-0050,2016-04-19,PEATON,PEATON,MASCULINO,78.0,2016-04-19,1,9,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8.0,-58.47305463,-34.68550712,PASAJEROS
2016-0051,2016-04-20,CONDUCTOR,MOTO,MASCULINO,36.0,2016-04-20,1,4,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4.0,-58.40623949,-34.65076549,CARGAS
2016-0052,2016-04-20,SD,MOTO,SD,,,1,20,AUTOPISTA LUGONES PK 10000,AUTOPISTA,13.0,.,.,SD
2016-0053,2016-04-22,PEATON,PEATON,MASCULINO,38.0,2016-04-22,1,9,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,12.0,-58.48429180,-34.57558053,PASAJEROS
2016-0054,2016-04-23,CONDUCTOR,MOTO,MASCULINO,30.0,2016-04-25,1,21,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,8.0,-58.48695354,-34.68795245,MOTO
2016-0055,2016-04-25,PEATON,PEATON,MASCULINO,79.0,2016-04-28,1,20,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,14.0,-58.40021959,-34.57964781,CARGAS
2016-0056,2016-04-26,CONDUCTOR,MOTO,MASCULINO,26.0,2016-04-26,1,4,AV LUIS MARIA CAMPOS 30,AVENIDA,14.0,-58.42957885,-34.57660058,OBJETO FIJO
2016-0058,2016-05-04,PEATON,PEATON,FEMENINO,57.0,2016-05-08,1,14,LIMA 1471,CALLE,1.0,-58.38247542,-34.62556293,MOTO
2016-0059,2016-05-08,PEATON,PEATON,MASCULINO,37.0,2016-05-26,1,16,PASAJE CIUDADELA Y LIMA OESTE,CALLE,1.0,-58.38222219,-34.62728101,PASAJEROS
2016-0064,2016-05-14,PEATON,PEATON,MASCULINO,20.0,,1,18,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,10.0,-58.49485242,-34.62953445,PASAJEROS
2016-0065,2016-05-20,PEATON,PEATON,MASCULINO,20.0,2016-05-20,1,14,AV GAONA Y ESPINOSA,AVENIDA,6.0,-58.45227946,-34.61068024,AUTO
2016-0067,2016-05-21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30.0,,1,17,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,8.0,-58.48455411,-34.67512760,PASAJEROS
2016-0068,2016-05-22,CONDUCTOR,MOTO,MASCULINO,58.0,,1,22,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,2.0,-58.39056593,-34.58418569,PASAJEROS
2016-0069,2016-05-23,CONDUCTOR,AUTO,MASCULINO,30.0,2016-05-23,1,3,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,3.0,-58.39118948,-34.62704273,CARGAS
2016-0073,2016-06-11,CONDUCTOR,MOTO,MASCULINO,23.0,,1,15,MAGARIÑOS CERVANTES 3900,CALLE,10.0,-58.49021952,-34.62025108,CARGAS
2016-0074,2016-06-12,CONDUCTOR,AUTO,MASCULINO,60.0,,1,6,AV GRAL PAZ Y RODOLFO SCAPINO,GRAL PAZ,8.0,-58.49896559,-34.67732118,AUTO
2016-0075,2016-06-12,PEATON,PEATON,MASCULINO,42.0,2016-06-12,1,23,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,8.0,-58.47461076,-34.66874679,AUTO
2016-0076,2016-06-13,PEATON,PEATON,FEMENINO,53.0,2016-06-13,1,16,AV SAN MARTIN Y CAMARONES,AVENIDA,15.0,-58.46210891,-34.60356211,PASAJEROS
2016-0077,2016-06-13,PEATON,PEATON,FEMENINO,,,1,21,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,1.0,-58.37027770,-34.60536123,PASAJEROS
2016-0078,2016-06-13,CONDUCTOR,MOTO,MASCULINO,30.0,,1,23,AV BELGRANO Y AV JUJUY,AVENIDA,3.0,-58.40491455,-34.61463830,MOTO
2016-0079,2016-06-16,CONDUCTOR,AUTO,FEMENINO,51.0,,1,17,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,13.0,-58.45504154,-34.54864492,AUTO
2016-0080,2016-06-18,CONDUCTOR,AUTO,MASCULINO,60.0,,1,6,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,9.0,-58.52927982,-34.63931752,SD
2016-0081,2016-06-22,CONDUCTOR,MOTO,MASCULINO,40.0,,1,7,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,12.0,-58.48721060,-34.55904606,AUTO
2016-0082,2016-06-27,PEATON,PEATON,MASCULINO,87.0,2016-07-05,1,18,AV LA PLATA 2384,AVENIDA,4.0,-58.42273092,-34.64228803,AUTO
2016-0083,2016-06-28,PEATON,PEATON,FEMENINO,76.0,2016-06-29,1,20,AV JUAN B ALBERDI Y PUAN,AVENIDA,6.0,-58.44788671,-34.62539009,MOTO
2016-0084,2016-06-29,PEATON,PEATON,MASCULINO,57.0,2016-07-08,1,22,CARLOS PELLEGRINI Y TUCUMAN,CALLE,1.0,-58.38110563,-34.60135531,PASAJEROS
2016-0085,2016-06-29,SD,MOTO,MASCULINO,,,1,22,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,4.0,-58.42378834,-34.65734100,OTRO
2016-0086,2016-06-30,PEATON,PEATON,MASCULINO,75.0,2016-07-01,1,16,AV OLIVERA Y RAMON FALCON,AVENIDA,10.0,-58.48727942,-34.63652467,PASAJEROS
2016-0087,2016-07-03,CONDUCTOR,MOTO,MASCULINO,23.0,2016-07-03,1,0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,1.0,-58.37864583,-34.62907067,OBJETO FIJO
2016-0088,2016-07-11,PEATON,PEATON,FEMENINO,70.0,2016-07-14,1,15,CERETTI Y NUÑEZ,CALLE,12.0,-58.50151750,-34.56767549,AUTO
2016-0089,2016-07-14,PEATON,PEATON,MASCULINO,35.0,2016-07-14,1,6,AV LUGONES Y LA PAMPA,AUTOPISTA,13.0,-58.43233425,-34.55185825,AUTO
2016-0090,2016-07-14,PEATON,PEATON,MASCULINO,60.0,2016-07-15,1,22,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,5.0,-58.41971993,-34.61112240,PASAJEROS
2016-0092,2016-07-15,CONDUCTOR,MOTO,MASCULINO,24.0,2016-07-15,1,11,AV GRAL PAZ Y AV LIBERTADOR,GRAL PAZ,13.0,-58.46743471,-34.53476874,CARGAS
2016-0093,2016-07-17,CONDUCTOR,AUTO,MASCULINO,35.0,2016-07-19,1,3,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,6.0,-58.44362126,-34.62301748,AUTO
2016-0095,2016-07-23,CONDUCTOR,MOTO,MASCULINO,29.0,2016-07-23,1,6,MERCEDES Y AV GRAL MOSCONI,AVENIDA,11.0,-58.51713095,-34.59546519,AUTO
2016-0096,2016-07-25,CONDUCTOR,MOTO,MASCULINO,,,1,7,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,8.0,-58.47433193007387,-34.66684950051973,CARGAS
2016-0097,2016-07-26,PEATON,PEATON,MASCULINO,80.0,2016-08-12,1,18,SOLIS Y MEXICO,CALLE,1.0,-58.39038605,-34.61562810,AUTO
2016-0098,2016-07-27,CONDUCTOR,MOTO,FEMENINO,43.0,,1,16,AV SAN JUAN Y ALBERTI,AVENIDA,3.0,-58.40042405,-34.62356174,CARGAS
2016-0099,2016-07-29,CONDUCTOR,CARGAS,MASCULINO,45.0,,1,16,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,11.0,-58.52340614,-34.59798754,CARGAS
2016-0100,2016-08-03,CONDUCTOR,MOTO,MASCULINO,57.0,2016-08-03,1,23,AV GRAL PAZ  Y DONADO,GRAL PAZ,12.0,-58.49491054,-34.54795581,OBJETO FIJO
2016-0101,2016-08-07,SD,SD,MASCULINO,67.0,,1,19,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,9.0,-58.52932872,-34.65014993,SD
2016-0102,2016-08-10,CONDUCTOR,MOTO,MASCULINO,29.0,,1,23,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,9.0,-58.50011639,-34.67316502,CARGAS
2016-0104,2016-08-14,CONDUCTOR,MOTO,MASCULINO,21.0,2016-08-15,1,21,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,9.0,-58.46635001,-34.65624369,PASAJEROS
2016-0105,2016-08-17,PEATON,PEATON,MASCULINO,19.0,2016-08-26,1,0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,15.0,-58.45343236,-34.58435809,PASAJEROS
2016-0106,2016-08-19,PEATON,PEATON,MASCULINO,38.0,,1,21,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,1.0,-58.38090932,-34.58927731,PASAJEROS
2016-0107,2016-08-20,CONDUCTOR,MOTO,MASCULINO,21.0,,1,8,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,4.0,-58.37157668,-34.65429986,AUTO
2016-0109,2016-08-24,CONDUCTOR,AUTO,FEMENINO,53.0,2016-08-24,1,5,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,9.0,-58.52280139,-34.63659934,OBJETO FIJO
2016-0110,2016-08-24,PEATON,PEATON,MASCULINO,57.0,,1,20,AV ALBERDI Y CARHUE,AVENIDA,9.0,-58.51232237,-34.65903530,SD
2016-0111,2016-08-25,CONDUCTOR,MOTO,MASCULINO,27.0,2016-08-25,1,9,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,15.0,-58.47461905,-34.57663634,CARGAS
2016-0112,2016-08-27,CONDUCTOR,MOTO,MASCULINO,24.0,2016-08-27,1,4,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,1.0,-58.38268809,-34.62282019,OBJETO FIJO
2016-0113,2016-08-27,PEATON,PEATON,FEMENINO,60.0,,1,16,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,9.0,-58.49603546,-34.64564271,PASAJEROS
2016-0114,2016-08-31,CICLISTA,BICICLETA,FEMENINO,55.0,2016-08-31,1,11,SALGUERO 1410,CALLE,14.0,-58.41848605,-34.59394733,CARGAS
2016-0115,2016-09-02,SD,SD,MASCULINO,,,1,11,ARIAS Y TRONADOR,CALLE,12.0,-58.48935041,-34.54917673,CARGAS
2016-0116,2016-09-02,CONDUCTOR,MOTO,MASCULINO,30.0,2016-09-02,1,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8.0,-58.44451316,-34.68475866,AUTO
2016-0117,2016-09-03,CONDUCTOR,AUTO,MASCULINO,43.0,,1,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,14.0,-58.39936478,-34.58271474,AUTO
2016-0118,2016-09-04,CONDUCTOR,AUTO,MASCULINO,27.0,2016-09-04,1,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,1.0,-58.37936704,-34.62694503,AUTO
2016-0119,2016-09-04,PASAJERO_ACOMPAÑANTE,SD,FEMENINO,,,1,6,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,12.0,-58.49659234,-34.56353635,SD
2016-0122,2016-09-13,CICLISTA,BICICLETA,MASCULINO,49.0,2016-09-13,1,7,AV EVA PERON 4233,AVENIDA,9.0,-58.47256391,-34.65194557,PASAJEROS
2016-0123,2016-09-14,CONDUCTOR,MOTO,FEMENINO,58.0,,1,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,7.0,-58.45130953,-34.64053676,AUTO
2016-0124,2016-09-16,PEATON,PEATON,MASCULINO,67.0,,1,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,7.0,-58.46271207,-34.62884871,PASAJEROS
2016-0125,2016-09-17,CONDUCTOR,MOTO,MASCULINO,30.0,,1,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,10.0,-58.49020869,-34.64243791,MOTO
2016-0126,2016-09-18,CONDUCTOR,AUTO,MASCULINO,37.0,,2,22,IRIGOYEN Y TINOGASTA,CALLE,10.0,-58.52572109,-34.62125906,CARGAS
2016-0126,2016-09-18,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,60.0,,2,22,IRIGOYEN Y TINOGASTA,CALLE,10.0,-58.52572109,-34.62125906,CARGAS
2016-0127,2016-09-24,PEATON,PEATON,MASCULINO,50.0,,1,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,8.0,-58.44094791,-34.66677111,PASAJEROS
2016-0128,2016-10-02,PEATON,PEATON,FEMENINO,81.0,2016-10-02,1,11,CASTRO Y AV PAVON,AVENIDA,5.0,-58.41914024,-34.63053890,PASAJEROS
2016-0130,2016-10-04,CONDUCTOR,MOTO,MASCULINO,29.0,2016-10-04,1,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,1.0,-58.37910942,-34.62764717,CARGAS
2016-0131,2016-10-09,PEATON,PEATON,MASCULINO,35.0,,1,19,MIRAVE 3500,CALLE,4.0,-58.39871183,-34.64539318,AUTO
2016-0132,2016-10-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0,2016-10-10,1,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,3.0,-58.41036975,-34.62477021,PASAJEROS
2016-0133,2016-10-14,CONDUCTOR,MOTO,MASCULINO,41.0,2016-10-25,1,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,14.0,-58.40204698,-34.58342690,AUTO
2016-0134,2016-10-23,CONDUCTOR,MOTO,MASCULINO,25.0,2016-10-23,1,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,8.0,-58.48935287,-34.67648597,OBJETO FIJO
2016-0135,2016-10-24,PEATON,PEATON,MASCULINO,29.0,2016-10-25,1,5,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,14.0,-58.42260225,-34.56403694,SD
2016-0136,2016-10-25,CONDUCTOR,MOTO,SD,,,1,0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,4.0,.,.,CARGAS
2016-0137,2016-10-25,CONDUCTOR,MOTO,MASCULINO,30.0,,1,0,AV SAN MARTIN Y LADINES,AVENIDA,11.0,-58.51537091,-34.59035925,MOTO
2016-0138,2016-10-27,CICLISTA,BICICLETA,FEMENINO,33.0,,1,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,13.0,-58.45909670,-34.55922742,CARGAS
2016-0139,2016-10-28,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35.0,,1,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,14.0,-58.42008769,-34.56539579,MOTO
2016-0140,2016-10-31,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20.0,,1,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,13.0,-58.45566399,-34.56147293,PASAJEROS
2016-0142,2016-11-05,CONDUCTOR,MOTO,MASCULINO,46.0,2016-11-05,1,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,1.0,-58.37533517,-34.59276462,PASAJEROS
2016-0143,2016-11-06,CONDUCTOR,MOTO,MASCULINO,35.0,,1,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8.0,-58.44451316,-34.68475866,SD
2016-0144,2016-11-07,PEATON,PEATON,MASCULINO,83.0,,1,12,AV. ALTE. BROWN 984,AVENIDA,4.0,-58.35975012,-34.63343907,PASAJEROS
2016-0145,2016-11-07,CONDUCTOR,MOTO,MASCULINO,39.0,2016-11-07,1,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,13.0,-58.44523595,-34.55953855,AUTO
2016-0146,2016-11-09,PEATON,PEATON,FEMENINO,29.0,,1,20,PICHINCHA Y AV BRASIL,AVENIDA,4.0,-58.39626094,-34.63036565,PASAJEROS
2016-0147,2016-11-16,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55.0,2016-11-16,1,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1.0,-58.38896772,-34.61799615,PASAJEROS
2016-0148,2016-11-16,CONDUCTOR,MOTO,MASCULINO,,,1,22,AV GARMENDIA 4895,AVENIDA,15.0,-58.46536113,-34.59484504,MOTO
2016-0150,2016-11-18,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41.0,2016-11-18,1,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,4.0,-58.40879146,-34.65273216,CARGAS
2016-0151,2016-11-18,PEATON,PEATON,SD,,,1,20,SD,CALLE,,.,.,SD
2016-0152,2016-11-23,CONDUCTOR,MOTO,MASCULINO,42.0,2016-11-24,1,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,7.0,-58.46451841,-34.64991946,AUTO
2016-0153,2016-11-25,PEATON,PEATON,FEMENINO,83.0,2016-11-25,1,15,ARAOZ Y AV CORDOBA,AVENIDA,15.0,-58.42917090,-34.59485488,MOTO
2016-0154,2016-11-26,CONDUCTOR,MOTO,MASCULINO,38.0,,1,14,AV GRAL PAZ 15200,GRAL PAZ,8.0,-58.49007772,-34.68251141,MOTO
2016-0155,2016-11-26,PEATON,PEATON,FEMENINO,29.0,,1,16,MADERO 900,CALLE,10.0,-58.52756365,-34.62772274,AUTO
2016-0156,2016-11-26,CONDUCTOR,MOTO,MASCULINO,23.0,2016-11-30,1,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,3.0,-58.40638983,-34.61943202,PASAJEROS
2016-0157,2016-12-03,CONDUCTOR,MOTO,MASCULINO,23.0,,1,6,AV JUAN B JUSTO 5645,AVENIDA,11.0,-58.47576807,-34.61740997,MOTO
2016-0159,2016-12-04,CONDUCTOR,AUTO,MASCULINO,23.0,,1,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8.0,-58.44451316,-34.68475866,SD
2016-0160,2016-12-06,CONDUCTOR,CARGAS,MASCULINO,29.0,2016-12-06,1,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,9.0,-58.51927194,-34.63635787,OBJETO FIJO
2016-0161,2016-12-06,PEATON,PEATON,MASCULINO,50.0,2016-12-06,1,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,14.0,-58.42525456,-34.57866344,PASAJEROS
2016-0162,2016-12-07,PEATON,PEATON,MASCULINO,38.0,2017-01-01,1,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,15.0,-58.45396573,-34.58518167,AUTO
2016-0163,2016-12-10,CONDUCTOR,MOTO,MASCULINO,23.0,,1,7,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,11.0,-58.52340614,-34.59798754,AUTO
2016-0164,2016-12-11,CONDUCTOR,AUTO,MASCULINO,29.0,,1,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4.0,-58.42323628,-34.64119105,AUTO
2016-0165,2016-12-12,CICLISTA,BICICLETA,MASCULINO,37.0,,1,8,AV MARTIN GARCIA 300,AVENIDA,4.0,-58.36926144,-34.62841919,PASAJEROS
2016-0168,2016-12-13,CONDUCTOR,MOTO,MASCULINO,43.0,2016-12-13,1,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4.0,-58.42323628,-34.64119105,AUTO
2016-0169,2016-12-15,CONDUCTOR,MOTO,MASCULINO,24.0,2016-12-16,1,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,12.0,-58.47935434,-34.55676497,PASAJEROS
2016-0170,2016-12-19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,2016-12-19,1,17,AV GRAL PAZ 4500,GRAL PAZ,12.0,-58.50598256,-34.56379980,AUTO
