id_hecho,fecha,rol,vehiculo_victima,sexo,edad,fecha_fallecimiento,cantidad_victimas,hora,lugar,tipo_de_calle,comuna,longitud,latitud,vehiculo_acusado
2021-0048,2021-06-03,CICLISTA,BICICLETA,MASCULINO,44.0,2021-06-23,1,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12.0,-58.49026573,-34.56981410,AUTO
2021-0049,2021-06-03,CONDUCTOR,AUTO,MASCULINO,74.0,2021-06-03,1,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8.0,-58.45410344,-34.66902702,AUTO
2021-0050,2021-06-10,CONDUCTOR,MOTO,MASCULINO,56.0,2021-06-10,1,13,DEL LIBERTADOR AV. 5958,AVENIDA,13.0,-58.44751621,-34.55719892,PASAJEROS
2021-0051,2021-06-15,PEATON,PEATON,MASCULINO,73.0,2021-06-16,1,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4.0,-58.42040352,-34.66005171,CARGAS
2021-0052,2021-06-20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19.0,2021-06-20,1,5,"PAZ, GRAL. AV. 14723",GRAL PAZ,8.0,-58.49530249,-34.68010798,OBJETO FIJO
2021-0053,2021-06-20,PEATON,PEATON,MASCULINO,58.0,2021-06-30,1,12,CORRIENTES AV. 5783,AVENIDA,15.0,-58.44399875,-34.59477360,BICICLETA
2021-0054,2021-06-22,CONDUCTOR,MOTO,MASCULINO,41.0,2021-06-22,1,14,TABARE Y EREZCANO,CALLE,4.0,-58.42759813,-34.65463857,CARGAS
2021-0055,2021-06-29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47.0,2021-06-29,1,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3.0,-58.40547222,-34.60456293,CARGAS
2021-0056,2021-07-09,CICLISTA,BICICLETA,MASCULINO,60.0,2021-07-09,1,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4.0,-58.42473018,-34.65008280,AUTO
2021-0057,2021-07-10,CONDUCTOR,AUTO,MASCULINO,46.0,2021-07-10,1,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2.0,-58.39257023,-34.57563957,OBJETO FIJO
2021-0058,2021-07-21,PEATON,PEATON,MASCULINO,24.0,2021-07-21,1,0,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,12.0,-58.48941042,-34.54596153,AUTO
2021-0059,2021-07-22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44.0,2021-07-22,1,1,"GARAY, JUAN DE AV. 2269",AVENIDA,3.0,-58.39640740,-34.62783085,OBJETO FIJO
2021-0060,2021-07-22,PEATON,PEATON,FEMENINO,80.0,2021-07-22,1,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5.0,-58.41971993,-34.61112240,PASAJEROS
2021-0061,2021-07-24,PEATON,PEATON,FEMENINO,55.0,2021-07-24,1,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4.0,-58.40544588,-34.65012801,CARGAS
2021-0062,2021-07-27,CONDUCTOR,AUTO,MASCULINO,73.0,2021-07-27,1,7,LA PLATA AV. 2723,AVENIDA,4.0,-58.42003882,-34.64645957,CARGAS
2021-0063,2021-08-02,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31.0,2021-08-02,1,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7.0,-58.46851293,-34.63348678,AUTO
2021-0064,2021-08-02,PEATON,PEATON,MASCULINO,37.0,2021-08-03,1,20,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,9.0,-58.52931141,-34.65422917,CARGAS
2021-0065,2021-08-06,PEATON,PEATON,FEMENINO,63.0,2021-08-10,1,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6.0,-58.42675754,-34.62699730,PASAJEROS
2021-0066,2021-08-06,PEATON,PEATON,MASCULINO,59.0,2021-08-09,1,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11.0,-58.52933723,-34.61098186,PASAJEROS
2021-0067,2021-08-08,CONDUCTOR,MOTO,MASCULINO,27.0,2021-08-08,1,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1.0,-58.37910943,-34.62764718,OBJETO FIJO
2021-0068,2021-08-15,CONDUCTOR,MOTO,MASCULINO,39.0,2021-08-15,1,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11.0,-58.52161176,-34.61164474,OBJETO FIJO
2021-0069,2021-08-20,PEATON,PEATON,MASCULINO,17.0,2021-08-21,1,17,AV. SANTA FE 3428,AVENIDA,14.0,-58.41354692,-34.58697680,AUTO
2021-0070,2021-08-28,CONDUCTOR,MOTO,MASCULINO,31.0,2021-08-28,1,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8.0,-58.43960781,-34.65470804,CARGAS
2021-0071,2021-08-31,PEATON,PEATON,MASCULINO,88.0,2021-09-01,1,16,SAN LUIS 2730,CALLE,3.0,-58.40454610,-34.60003693,MOTO
2021-0072,2021-09-01,PEATON,PEATON,FEMENINO,57.0,2021-09-01,1,19,CALLAO AV. Y PARAGUAY,AVENIDA,2.0,-58.39303911,-34.59871111,AUTO
2021-0073,2021-09-18,CICLISTA,BICICLETA,FEMENINO,76.0,2021-09-18,1,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2.0,-58.39391034,-34.58405348,AUTO
2021-0074,2021-09-20,CONDUCTOR,MOTO,MASCULINO,55.0,2021-09-20,1,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,12.0,-58.50073810,-34.54979510,MULTIPLE
2021-0075,2021-09-21,PEATON,PEATON,MASCULINO,65.0,2021-09-21,1,14,SALTA Y BRASIL,CALLE,1.0,-58.38281301,-34.62786038,CARGAS
2021-0076,2021-10-16,CONDUCTOR,MOTO,MASCULINO,31.0,2021-10-16,1,6,"MORENO, PERITO AV. 2152",AVENIDA,7.0,-58.43980799,-34.65094083,OBJETO FIJO
2021-0077,2021-10-18,CONDUCTOR,MOTO,FEMENINO,31.0,2021-10-18,1,7,DIRECTORIO AV. 1169,AVENIDA,6.0,-58.44402387,-34.62933109,CARGAS
2021-0078,2021-10-23,CONDUCTOR,MOTO,MASCULINO,22.0,2021-10-23,1,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6.0,-58.42779702,-34.62207347,PASAJEROS
2021-0079,2021-10-25,PEATON,PEATON,MASCULINO,,2021-10-25,1,3,TUCUMAN 3112,CALLE,3.0,-58.40944147,-34.60097942,AUTO
2021-0080,2021-10-28,CONDUCTOR,MOTO,MASCULINO,32.0,2021-10-28,1,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,1.0,-58.38277479,-34.59430160,AUTO
2021-0081,2021-11-02,CONDUCTOR,MOTO,MASCULINO,26.0,2021-11-02,1,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4.0,-58.37627355,-34.63800916,CARGAS
2021-0082,2021-11-06,CONDUCTOR,MOTO,MASCULINO,38.0,2021-11-06,1,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3.0,-58.39591856,-34.62453459,AUTO
2021-0083,2021-11-09,CONDUCTOR,MOTO,MASCULINO,30.0,2021-11-09,1,0,CABILDO AV. Y OLAZABAL,AVENIDA,13.0,-58.45829717,-34.56015762,AUTO
2021-0084,2021-11-11,CONDUCTOR,AUTO,MASCULINO,32.0,2021-11-11,1,3,TAPALQUE Y BRUIX AV.,AVENIDA,9.0,-58.49142611,-34.64584795,OBJETO FIJO
2021-0097,2021-11-18,CICLISTA,BICICLETA,MASCULINO,53.0,2021-11-19,1,6,PADRE CARLOS MUJICA 709,CALLE,1.0,-58.37976155,-34.58679619,AUTO
2021-0085,2021-11-20,CONDUCTOR,MOTO,MASCULINO,49.0,2021-11-20,1,18,"PAZ, GRAL. AV. Y EZEIZA",GRAL PAZ,12.0,-58.51271409,-34.57786555,OBJETO FIJO
2021-0086,2021-11-25,PEATON,PEATON,MASCULINO,75.0,2021-11-25,1,10,RIVADAVIA AV. Y PUAN,AVENIDA,6.0,-58.44864864,-34.62352826,PASAJEROS
2021-0087,2021-11-27,PEATON,PEATON,FEMENINO,73.0,2021-11-27,1,11,ESMERALDA 1359,CALLE,1.0,-58.37795815,-34.59167894,BICICLETA
2021-0088,2021-12-01,CONDUCTOR,MOTO,MASCULINO,45.0,2021-12-07,1,15,AV. MOROE Y 3 DE FEBRERO,CALLE,13.0,-58.45531707,-34.55555257,AUTO
2021-0089,2021-12-02,CONDUCTOR,MOTO,MASCULINO,41.0,2021-12-11,1,1,AV. GAONA 3655,AVENIDA,11.0,-58.47633683,-34.62140594,AUTO
2021-0090,2021-12-10,PEATON,PEATON,MASCULINO,73.0,2022-01-03,1,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1.0,-58.38188582,-34.60256036,PASAJEROS
2021-0091,2021-12-11,CONDUCTOR,MOTO,MASCULINO,24.0,2021-12-11,1,23,BAIGORRIA Y VICTOR HUGO,CALLE,10.0,-58.51989389,-34.62284918,AUTO
2021-0092,2021-12-12,PEATON,PEATON,FEMENINO,50.0,2021-12-12,1,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3.0,-58.40596860,-34.61011987,AUTO
2021-0093,2021-12-13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18.0,2021-12-18,1,17,AV. RIESTRA Y MOM,AVENIDA,7.0,-58.43353773,-34.64561636,AUTO
2021-0094,2021-12-20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43.0,2021-12-20,1,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,9.0,-58.46739825,-34.65117757,AUTO
2021-0095,2021-12-30,CONDUCTOR,MOTO,MASCULINO,27.0,2022-01-02,1,0,AV. GAONA Y TERRADA,AVENIDA,11.0,-58.47293407,-34.61984745,CARGAS
2021-0096,2021-12-15,CONDUCTOR,AUTO,MASCULINO,60.0,2021-12-20,1,10,AV. EVA PERON 4071,AVENIDA,9.0,-58.47066794,-34.65021673,CARGAS
